location;data;variavel;diasDuplicar;estimado;ultimosCasos;dataUltimosCasos;primeirosCasos;dataPrimeirosCasos
Albania;2020-03-28;total_deaths;5;2;10;2020-03-28;5;2020-03-25
Albania;2020-03-29;total_deaths;6;2;10;2020-03-29;5;2020-03-25
Albania;2020-03-30;total_deaths;6;2;12;2020-03-30;6;2020-03-26
Albania;2020-04-09;total_deaths;13;1.92;23;2020-04-09;12;2020-03-30
Albania;2020-04-10;total_deaths;14;1.92;23;2020-04-10;12;2020-03-30
Albania;2020-04-11;total_deaths;15;1.92;23;2020-04-11;12;2020-03-30
Albania;2020-04-12;total_deaths;16;1.92;23;2020-04-12;12;2020-03-30
Albania;2020-04-13;total_deaths;17;1.92;23;2020-04-13;12;2020-03-30
Albania;2020-04-14;total_deaths;17;2;24;2020-04-14;12;2020-03-30
Albania;2020-04-15;total_deaths;18;2.08;25;2020-04-15;12;2020-03-30
Albania;2020-04-28;total_deaths;29;2;30;2020-04-28;15;2020-04-01
Albania;2020-04-29;total_deaths;30;1.94;31;2020-04-29;16;2020-04-02
Albania;2020-04-30;total_deaths;31;1.94;31;2020-04-30;16;2020-04-02
Albania;2020-05-01;total_deaths;32;1.94;31;2020-05-01;16;2020-04-02
Albania;2020-05-02;total_deaths;33;1.94;31;2020-05-02;16;2020-04-02
Albania;2020-05-03;total_deaths;34;1.94;31;2020-05-03;16;2020-04-02
Albania;2020-05-04;total_deaths;35;1.94;31;2020-05-04;16;2020-04-02
Albania;2020-05-05;total_deaths;36;1.94;31;2020-05-05;16;2020-04-02
Albania;2020-05-06;total_deaths;37;1.94;31;2020-05-06;16;2020-04-02
Albania;2020-05-07;total_deaths;38;1.94;31;2020-05-07;16;2020-04-02
Albania;2020-05-08;total_deaths;39;1.94;31;2020-05-08;16;2020-04-02
Albania;2020-05-09;total_deaths;40;1.94;31;2020-05-09;16;2020-04-02
Albania;2020-05-10;total_deaths;41;1.94;31;2020-05-10;16;2020-04-02
Albania;2020-05-11;total_deaths;42;1.94;31;2020-05-11;16;2020-04-02
Albania;2020-05-12;total_deaths;43;1.94;31;2020-05-12;16;2020-04-02
Albania;2020-05-13;total_deaths;44;1.94;31;2020-05-13;16;2020-04-02
Albania;2020-05-14;total_deaths;45;1.94;31;2020-05-14;16;2020-04-02
Algeria;2020-03-13;total_deaths;3;2;2;2020-03-13;1;2020-03-12
Algeria;2020-03-14;total_deaths;4;2;2;2020-03-14;1;2020-03-12
Algeria;2020-03-15;total_deaths;3;2;4;2020-03-15;2;2020-03-14
Algeria;2020-03-16;total_deaths;4;2;4;2020-03-16;2;2020-03-14
Algeria;2020-03-20;total_deaths;5;2;10;2020-03-20;5;2020-03-17
Algeria;2020-03-28;total_deaths;10;1.93;29;2020-03-28;15;2020-03-21
Algeria;2020-03-29;total_deaths;10;2.07;31;2020-03-29;15;2020-03-21
Algeria;2020-03-30;total_deaths;9;2.06;35;2020-03-30;17;2020-03-23
Algeria;2020-03-31;total_deaths;8;2.1;44;2020-03-31;21;2020-03-25
Algeria;2020-04-01;total_deaths;6;2;58;2020-04-01;29;2020-03-28
Algeria;2020-04-02;total_deaths;6;2.03;63;2020-04-02;31;2020-03-29
Algeria;2020-04-04;total_deaths;4;2.06;130;2020-04-04;63;2020-04-02
Algeria;2020-04-08;total_deaths;8;1.95;205;2020-04-08;105;2020-04-03
Algeria;2020-04-10;total_deaths;9;1.97;256;2020-04-10;130;2020-04-04
Algeria;2020-04-12;total_deaths;10;1.93;293;2020-04-12;152;2020-04-05
Algeria;2020-04-13;total_deaths;10;2.06;313;2020-04-13;152;2020-04-05
Algeria;2020-04-15;total_deaths;12;1.94;336;2020-04-15;173;2020-04-06
Algeria;2020-04-16;total_deaths;12;2.01;348;2020-04-16;173;2020-04-06
Algeria;2020-04-18;total_deaths;14;1.9;367;2020-04-18;193;2020-04-07
Algeria;2020-04-19;total_deaths;15;1.94;375;2020-04-19;193;2020-04-07
Algeria;2020-04-20;total_deaths;16;1.99;384;2020-04-20;193;2020-04-07
Algeria;2020-04-21;total_deaths;16;1.91;392;2020-04-21;205;2020-04-08
Algeria;2020-04-22;total_deaths;17;1.96;402;2020-04-22;205;2020-04-08
Algeria;2020-04-23;total_deaths;18;1.99;407;2020-04-23;205;2020-04-08
Algeria;2020-04-24;total_deaths;18;2.02;415;2020-04-24;205;2020-04-08
Algeria;2020-04-25;total_deaths;19;2.04;419;2020-04-25;205;2020-04-08
Algeria;2020-04-26;total_deaths;20;2.07;425;2020-04-26;205;2020-04-08
Algeria;2020-04-30;total_deaths;24;1.91;450;2020-04-30;235;2020-04-09
Algeria;2020-05-01;total_deaths;25;1.93;453;2020-05-01;235;2020-04-09
Algeria;2020-05-02;total_deaths;26;1.95;459;2020-05-02;235;2020-04-09
Algeria;2020-05-03;total_deaths;27;1.97;463;2020-05-03;235;2020-04-09
Algeria;2020-05-04;total_deaths;28;1.98;465;2020-05-04;235;2020-04-09
Algeria;2020-05-05;total_deaths;28;2;470;2020-05-05;235;2020-04-09
Algeria;2020-05-06;total_deaths;29;2.03;476;2020-05-06;235;2020-04-09
Algeria;2020-05-07;total_deaths;30;2.06;483;2020-05-07;235;2020-04-09
Algeria;2020-05-08;total_deaths;31;1.91;488;2020-05-08;256;2020-04-10
Algeria;2020-05-09;total_deaths;32;1.93;494;2020-05-09;256;2020-04-10
Algeria;2020-05-10;total_deaths;33;1.96;502;2020-05-10;256;2020-04-10
Algeria;2020-05-11;total_deaths;34;1.98;507;2020-05-11;256;2020-04-10
Algeria;2020-05-12;total_deaths;34;2.01;515;2020-05-12;256;2020-04-10
Algeria;2020-05-13;total_deaths;35;2.04;522;2020-05-13;256;2020-04-10
Algeria;2020-05-14;total_deaths;36;1.92;529;2020-05-14;275;2020-04-11
Andorra;2020-04-03;total_deaths;6;2;16;2020-04-03;8;2020-03-30
Andorra;2020-04-08;total_deaths;11;1.92;23;2020-04-08;12;2020-03-31
Andorra;2020-04-09;total_deaths;11;2.08;25;2020-04-09;12;2020-03-31
Andorra;2020-04-11;total_deaths;12;2;28;2020-04-11;14;2020-04-01
Andorra;2020-04-12;total_deaths;13;1.93;29;2020-04-12;15;2020-04-02
Andorra;2020-04-13;total_deaths;14;1.93;29;2020-04-13;15;2020-04-02
Andorra;2020-04-14;total_deaths;14;1.94;31;2020-04-14;16;2020-04-03
Andorra;2020-04-15;total_deaths;14;1.94;33;2020-04-15;17;2020-04-04
Andorra;2020-04-16;total_deaths;15;1.94;33;2020-04-16;17;2020-04-04
Andorra;2020-04-17;total_deaths;15;1.94;35;2020-04-17;18;2020-04-05
Andorra;2020-04-18;total_deaths;16;1.94;35;2020-04-18;18;2020-04-05
Andorra;2020-04-19;total_deaths;16;2;36;2020-04-19;18;2020-04-05
Andorra;2020-04-20;total_deaths;17;2;36;2020-04-20;18;2020-04-05
Andorra;2020-04-21;total_deaths;18;2.06;37;2020-04-21;18;2020-04-05
Andorra;2020-04-22;total_deaths;19;2.06;37;2020-04-22;18;2020-04-05
Andorra;2020-04-23;total_deaths;20;2.06;37;2020-04-23;18;2020-04-05
Andorra;2020-04-24;total_deaths;21;1.9;40;2020-04-24;21;2020-04-06
Andorra;2020-04-25;total_deaths;22;1.9;40;2020-04-25;21;2020-04-06
Andorra;2020-04-26;total_deaths;23;1.9;40;2020-04-26;21;2020-04-06
Andorra;2020-04-27;total_deaths;24;1.9;40;2020-04-27;21;2020-04-06
Andorra;2020-04-28;total_deaths;25;1.95;41;2020-04-28;21;2020-04-06
Andorra;2020-04-29;total_deaths;25;1.91;42;2020-04-29;22;2020-04-07
Andorra;2020-04-30;total_deaths;26;1.91;42;2020-04-30;22;2020-04-07
Andorra;2020-05-01;total_deaths;27;1.95;43;2020-05-01;22;2020-04-07
Andorra;2020-05-02;total_deaths;27;1.91;44;2020-05-02;23;2020-04-08
Andorra;2020-05-03;total_deaths;28;1.96;45;2020-05-03;23;2020-04-08
Andorra;2020-05-04;total_deaths;29;1.96;45;2020-05-04;23;2020-04-08
Andorra;2020-05-05;total_deaths;29;2;46;2020-05-05;23;2020-04-08
Andorra;2020-05-06;total_deaths;30;2;46;2020-05-06;23;2020-04-08
Andorra;2020-05-07;total_deaths;31;2.04;47;2020-05-07;23;2020-04-08
Andorra;2020-05-08;total_deaths;32;2.04;47;2020-05-08;23;2020-04-08
Andorra;2020-05-09;total_deaths;33;1.92;48;2020-05-09;25;2020-04-09
Andorra;2020-05-10;total_deaths;34;1.92;48;2020-05-10;25;2020-04-09
Andorra;2020-05-11;total_deaths;35;1.92;48;2020-05-11;25;2020-04-09
Andorra;2020-05-12;total_deaths;36;1.92;48;2020-05-12;25;2020-04-09
Andorra;2020-05-13;total_deaths;37;1.96;49;2020-05-13;25;2020-04-09
Andorra;2020-05-14;total_deaths;38;1.96;49;2020-05-14;25;2020-04-09
Argentina;2020-03-26;total_deaths;4;2;12;2020-03-26;6;2020-03-24
Argentina;2020-03-30;total_deaths;6;2;24;2020-03-30;12;2020-03-26
Argentina;2020-03-31;total_deaths;7;2;24;2020-03-31;12;2020-03-26
Argentina;2020-04-02;total_deaths;8;2;34;2020-04-02;17;2020-03-27
Argentina;2020-04-03;total_deaths;9;1.95;37;2020-04-03;19;2020-03-28
Argentina;2020-04-05;total_deaths;8;1.92;46;2020-04-05;24;2020-03-31
Argentina;2020-04-07;total_deaths;9;1.94;60;2020-04-07;31;2020-04-01
Argentina;2020-04-08;total_deaths;9;1.91;65;2020-04-08;34;2020-04-02
Argentina;2020-04-10;total_deaths;9;1.91;82;2020-04-10;43;2020-04-04
Argentina;2020-04-11;total_deaths;9;1.93;89;2020-04-11;46;2020-04-05
Argentina;2020-04-12;total_deaths;9;2.07;95;2020-04-12;46;2020-04-05
Argentina;2020-04-14;total_deaths;11;1.98;105;2020-04-14;53;2020-04-06
Argentina;2020-04-15;total_deaths;11;2.06;109;2020-04-15;53;2020-04-06
Argentina;2020-04-16;total_deaths;12;1.92;115;2020-04-16;60;2020-04-07
Argentina;2020-04-17;total_deaths;12;2.03;122;2020-04-17;60;2020-04-07
Argentina;2020-04-18;total_deaths;12;2.03;132;2020-04-18;65;2020-04-08
Argentina;2020-04-19;total_deaths;13;2.06;134;2020-04-19;65;2020-04-08
Argentina;2020-04-21;total_deaths;15;1.91;151;2020-04-21;79;2020-04-09
Argentina;2020-04-22;total_deaths;15;1.94;159;2020-04-22;82;2020-04-10
Argentina;2020-04-23;total_deaths;15;2.01;165;2020-04-23;82;2020-04-10
Argentina;2020-04-24;total_deaths;16;2.04;167;2020-04-24;82;2020-04-10
Argentina;2020-04-25;total_deaths;16;1.95;185;2020-04-25;95;2020-04-12
Argentina;2020-04-26;total_deaths;17;1.96;186;2020-04-26;95;2020-04-12
Argentina;2020-04-27;total_deaths;16;2.01;197;2020-04-27;98;2020-04-13
Argentina;2020-04-28;total_deaths;17;1.97;207;2020-04-28;105;2020-04-14
Argentina;2020-04-29;total_deaths;17;1.96;214;2020-04-29;109;2020-04-15
Argentina;2020-04-30;total_deaths;17;2;218;2020-04-30;109;2020-04-15
Argentina;2020-05-01;total_deaths;18;1.96;225;2020-05-01;115;2020-04-16
Argentina;2020-05-02;total_deaths;18;1.94;237;2020-05-02;122;2020-04-17
Argentina;2020-05-03;total_deaths;18;2.02;246;2020-05-03;122;2020-04-17
Argentina;2020-05-04;total_deaths;18;1.94;260;2020-05-04;134;2020-04-19
Argentina;2020-05-05;total_deaths;19;1.97;264;2020-05-05;134;2020-04-19
Argentina;2020-05-06;total_deaths;19;1.92;273;2020-05-06;142;2020-04-20
Argentina;2020-05-07;total_deaths;20;1.99;282;2020-05-07;142;2020-04-20
Argentina;2020-05-08;total_deaths;20;1.94;293;2020-05-08;151;2020-04-21
Argentina;2020-05-09;total_deaths;21;1.99;300;2020-05-09;151;2020-04-21
Argentina;2020-05-10;total_deaths;22;1.99;300;2020-05-10;151;2020-04-21
Argentina;2020-05-11;total_deaths;22;1.92;305;2020-05-11;159;2020-04-22
Argentina;2020-05-12;total_deaths;21;1.91;319;2020-05-12;167;2020-04-24
Argentina;2020-05-13;total_deaths;22;1.97;329;2020-05-13;167;2020-04-24
Argentina;2020-05-14;total_deaths;22;1.91;353;2020-05-14;185;2020-04-25
Armenia;2020-04-06;total_deaths;6;2;8;2020-04-06;4;2020-04-02
Armenia;2020-04-07;total_deaths;7;2;8;2020-04-07;4;2020-04-02
Armenia;2020-04-13;total_deaths;10;2;14;2020-04-13;7;2020-04-05
Armenia;2020-04-15;total_deaths;9;2;18;2020-04-15;9;2020-04-08
Armenia;2020-04-17;total_deaths;10;2;20;2020-04-17;10;2020-04-09
Armenia;2020-04-18;total_deaths;11;2;20;2020-04-18;10;2020-04-09
Armenia;2020-04-19;total_deaths;11;2;22;2020-04-19;11;2020-04-10
Armenia;2020-04-23;total_deaths;13;1.93;27;2020-04-23;14;2020-04-13
Armenia;2020-04-24;total_deaths;13;2;28;2020-04-24;14;2020-04-13
Armenia;2020-04-25;total_deaths;14;2;28;2020-04-25;14;2020-04-13
Armenia;2020-04-26;total_deaths;15;2.07;29;2020-04-26;14;2020-04-13
Armenia;2020-05-01;total_deaths;20;1.94;33;2020-05-01;17;2020-04-14
Armenia;2020-05-02;total_deaths;21;1.94;33;2020-05-02;17;2020-04-14
Armenia;2020-05-03;total_deaths;21;1.94;35;2020-05-03;18;2020-04-15
Armenia;2020-05-04;total_deaths;19;1.95;39;2020-05-04;20;2020-04-18
Armenia;2020-05-05;total_deaths;19;2;40;2020-05-05;20;2020-04-18
Armenia;2020-05-06;total_deaths;20;2;40;2020-05-06;20;2020-04-18
Armenia;2020-05-07;total_deaths;21;1.91;42;2020-05-07;22;2020-04-19
Armenia;2020-05-08;total_deaths;22;1.95;43;2020-05-08;22;2020-04-19
Armenia;2020-05-09;total_deaths;22;2;44;2020-05-09;22;2020-04-19
Armenia;2020-05-10;total_deaths;23;2.05;45;2020-05-10;22;2020-04-19
Armenia;2020-05-11;total_deaths;22;1.92;46;2020-05-11;24;2020-04-22
Armenia;2020-05-12;total_deaths;23;1.96;47;2020-05-12;24;2020-04-22
Armenia;2020-05-13;total_deaths;23;2;48;2020-05-13;24;2020-04-22
Armenia;2020-05-14;total_deaths;24;2.04;49;2020-05-14;24;2020-04-22
Aruba;2020-04-17;total_deaths;3;2;2;2020-04-17;1;2020-04-16
Aruba;2020-04-18;total_deaths;4;2;2;2020-04-18;1;2020-04-16
Aruba;2020-04-19;total_deaths;5;2;2;2020-04-19;1;2020-04-16
Aruba;2020-04-20;total_deaths;6;2;2;2020-04-20;1;2020-04-16
Aruba;2020-04-21;total_deaths;7;2;2;2020-04-21;1;2020-04-16
Aruba;2020-04-22;total_deaths;8;2;2;2020-04-22;1;2020-04-16
Aruba;2020-04-23;total_deaths;9;2;2;2020-04-23;1;2020-04-16
Aruba;2020-04-24;total_deaths;10;2;2;2020-04-24;1;2020-04-16
Aruba;2020-04-25;total_deaths;11;2;2;2020-04-25;1;2020-04-16
Aruba;2020-04-26;total_deaths;12;2;2;2020-04-26;1;2020-04-16
Aruba;2020-04-27;total_deaths;13;2;2;2020-04-27;1;2020-04-16
Aruba;2020-04-28;total_deaths;14;2;2;2020-04-28;1;2020-04-16
Aruba;2020-04-29;total_deaths;15;2;2;2020-04-29;1;2020-04-16
Aruba;2020-04-30;total_deaths;16;2;2;2020-04-30;1;2020-04-16
Aruba;2020-05-01;total_deaths;17;2;2;2020-05-01;1;2020-04-16
Aruba;2020-05-02;total_deaths;18;2;2;2020-05-02;1;2020-04-16
Aruba;2020-05-03;total_deaths;19;2;2;2020-05-03;1;2020-04-16
Aruba;2020-05-04;total_deaths;20;2;2;2020-05-04;1;2020-04-16
Aruba;2020-05-05;total_deaths;21;2;2;2020-05-05;1;2020-04-16
Aruba;2020-05-06;total_deaths;22;2;2;2020-05-06;1;2020-04-16
Australia;2020-03-04;total_deaths;3;2;2;2020-03-04;1;2020-03-03
Australia;2020-03-05;total_deaths;4;2;2;2020-03-05;1;2020-03-03
Australia;2020-03-06;total_deaths;5;2;2;2020-03-06;1;2020-03-03
Australia;2020-03-18;total_deaths;6;2;6;2020-03-18;3;2020-03-14
Australia;2020-03-19;total_deaths;7;2;6;2020-03-19;3;2020-03-14
Australia;2020-03-28;total_deaths;7;2;14;2020-03-28;7;2020-03-23
Australia;2020-03-29;total_deaths;7;2;16;2020-03-29;8;2020-03-24
Australia;2020-04-01;total_deaths;10;1.91;21;2020-04-01;11;2020-03-25
Australia;2020-04-02;total_deaths;10;2.09;23;2020-04-02;11;2020-03-25
Australia;2020-04-06;total_deaths;7;2;42;2020-04-06;21;2020-04-01
Australia;2020-04-07;total_deaths;8;1.96;45;2020-04-07;23;2020-04-02
Australia;2020-04-12;total_deaths;11;2.03;61;2020-04-12;30;2020-04-03
Australia;2020-04-13;total_deaths;12;2.03;61;2020-04-13;30;2020-04-03
Australia;2020-04-14;total_deaths;13;2.03;61;2020-04-14;30;2020-04-03
Australia;2020-04-17;total_deaths;16;1.97;67;2020-04-17;34;2020-04-04
Australia;2020-04-18;total_deaths;16;1.92;69;2020-04-18;36;2020-04-05
Australia;2020-04-19;total_deaths;17;1.94;70;2020-04-19;36;2020-04-05
Australia;2020-04-20;total_deaths;18;1.97;71;2020-04-20;36;2020-04-05
Australia;2020-04-21;total_deaths;18;2.06;74;2020-04-21;36;2020-04-05
Australia;2020-04-22;total_deaths;19;2.06;74;2020-04-22;36;2020-04-05
Australia;2020-04-23;total_deaths;20;2.08;75;2020-04-23;36;2020-04-05
Australia;2020-04-25;total_deaths;22;1.93;81;2020-04-25;42;2020-04-06
Australia;2020-04-26;total_deaths;23;1.98;83;2020-04-26;42;2020-04-06
Australia;2020-04-27;total_deaths;23;2;84;2020-04-27;42;2020-04-06
Australia;2020-04-28;total_deaths;24;1.96;88;2020-04-28;45;2020-04-07
Australia;2020-04-29;total_deaths;24;2;90;2020-04-29;45;2020-04-07
Australia;2020-04-30;total_deaths;25;2.04;92;2020-04-30;45;2020-04-07
Australia;2020-05-01;total_deaths;26;2.07;93;2020-05-01;45;2020-04-07
Australia;2020-05-02;total_deaths;27;2.07;93;2020-05-02;45;2020-04-07
Australia;2020-05-05;total_deaths;30;1.92;96;2020-05-05;50;2020-04-08
Australia;2020-05-06;total_deaths;31;1.94;97;2020-05-06;50;2020-04-08
Australia;2020-05-07;total_deaths;32;1.94;97;2020-05-07;50;2020-04-08
Australia;2020-05-08;total_deaths;33;1.94;97;2020-05-08;50;2020-04-08
Australia;2020-05-09;total_deaths;34;1.94;97;2020-05-09;50;2020-04-08
Australia;2020-05-10;total_deaths;35;1.94;97;2020-05-10;50;2020-04-08
Australia;2020-05-11;total_deaths;36;1.94;97;2020-05-11;50;2020-04-08
Australia;2020-05-12;total_deaths;37;1.94;97;2020-05-12;50;2020-04-08
Australia;2020-05-13;total_deaths;38;1.96;98;2020-05-13;50;2020-04-08
Australia;2020-05-14;total_deaths;39;1.96;98;2020-05-14;50;2020-04-08
Austria;2020-03-19;total_deaths;4;2;6;2020-03-19;3;2020-03-17
Austria;2020-03-20;total_deaths;5;2;6;2020-03-20;3;2020-03-17
Austria;2020-03-21;total_deaths;5;2;8;2020-03-21;4;2020-03-18
Austria;2020-03-22;total_deaths;3;2;16;2020-03-22;8;2020-03-21
Austria;2020-03-26;total_deaths;5;2.08;52;2020-03-26;25;2020-03-23
Austria;2020-03-27;total_deaths;4;2;68;2020-03-27;34;2020-03-25
Austria;2020-03-28;total_deaths;5;2;68;2020-03-28;34;2020-03-25
Austria;2020-03-30;total_deaths;6;2.08;108;2020-03-30;52;2020-03-26
Austria;2020-04-03;total_deaths;8;1.95;168;2020-04-03;86;2020-03-29
Austria;2020-04-06;total_deaths;9;2.04;220;2020-04-06;108;2020-03-30
Austria;2020-04-09;total_deaths;10;2.02;295;2020-04-09;146;2020-04-01
Austria;2020-04-10;total_deaths;10;2.02;319;2020-04-10;158;2020-04-02
Austria;2020-04-11;total_deaths;10;2.01;337;2020-04-11;168;2020-04-03
Austria;2020-04-12;total_deaths;11;2.08;350;2020-04-12;168;2020-04-03
Austria;2020-04-13;total_deaths;12;1.98;368;2020-04-13;186;2020-04-04
Austria;2020-04-14;total_deaths;12;2.06;384;2020-04-14;186;2020-04-04
Austria;2020-04-15;total_deaths;13;1.93;393;2020-04-15;204;2020-04-05
Austria;2020-04-16;total_deaths;13;2.01;410;2020-04-16;204;2020-04-05
Austria;2020-04-17;total_deaths;14;1.96;431;2020-04-17;220;2020-04-06
Austria;2020-04-18;total_deaths;14;2.01;443;2020-04-18;220;2020-04-06
Austria;2020-04-19;total_deaths;15;2.05;452;2020-04-19;220;2020-04-06
Austria;2020-04-20;total_deaths;16;1.9;462;2020-04-20;243;2020-04-07
Austria;2020-04-21;total_deaths;17;1.91;463;2020-04-21;243;2020-04-07
Austria;2020-04-22;total_deaths;17;2.03;494;2020-04-22;243;2020-04-07
Austria;2020-04-23;total_deaths;18;2.09;508;2020-04-23;243;2020-04-07
Austria;2020-04-25;total_deaths;20;1.96;536;2020-04-25;273;2020-04-08
Austria;2020-04-26;total_deaths;21;1.99;542;2020-04-26;273;2020-04-08
Austria;2020-04-27;total_deaths;21;2.01;549;2020-04-27;273;2020-04-08
Austria;2020-04-28;total_deaths;22;1.93;569;2020-04-28;295;2020-04-09
Austria;2020-04-29;total_deaths;23;1.97;580;2020-04-29;295;2020-04-09
Austria;2020-04-30;total_deaths;24;1.98;584;2020-04-30;295;2020-04-09
Austria;2020-05-01;total_deaths;25;2;589;2020-05-01;295;2020-04-09
Austria;2020-05-02;total_deaths;25;2.02;596;2020-05-02;295;2020-04-09
Austria;2020-05-03;total_deaths;26;2.03;598;2020-05-03;295;2020-04-09
Austria;2020-05-04;total_deaths;27;2.03;600;2020-05-04;295;2020-04-09
Austria;2020-05-05;total_deaths;28;2.05;606;2020-05-05;295;2020-04-09
Austria;2020-05-06;total_deaths;29;1.91;608;2020-05-06;319;2020-04-10
Austria;2020-05-07;total_deaths;30;1.91;609;2020-05-07;319;2020-04-10
Austria;2020-05-08;total_deaths;31;1.92;614;2020-05-08;319;2020-04-10
Austria;2020-05-09;total_deaths;32;1.93;615;2020-05-09;319;2020-04-10
Austria;2020-05-10;total_deaths;33;1.94;618;2020-05-10;319;2020-04-10
Austria;2020-05-11;total_deaths;34;1.94;620;2020-05-11;319;2020-04-10
Austria;2020-05-12;total_deaths;35;1.95;623;2020-05-12;319;2020-04-10
Austria;2020-05-13;total_deaths;36;1.96;624;2020-05-13;319;2020-04-10
Austria;2020-05-14;total_deaths;37;1.96;626;2020-05-14;319;2020-04-10
Azerbaijan;2020-03-25;total_deaths;3;2;2;2020-03-25;1;2020-03-24
Azerbaijan;2020-03-28;total_deaths;5;2;4;2020-03-28;2;2020-03-25
Azerbaijan;2020-03-29;total_deaths;6;2;4;2020-03-29;2;2020-03-25
Azerbaijan;2020-03-30;total_deaths;7;2;4;2020-03-30;2;2020-03-25
Azerbaijan;2020-04-07;total_deaths;10;2;8;2020-04-07;4;2020-03-30
Azerbaijan;2020-04-08;total_deaths;11;2;8;2020-04-08;4;2020-03-30
Azerbaijan;2020-04-10;total_deaths;8;2;10;2020-04-10;5;2020-04-04
Azerbaijan;2020-04-18;total_deaths;11;2;18;2020-04-18;9;2020-04-09
Azerbaijan;2020-04-21;total_deaths;13;2;20;2020-04-21;10;2020-04-10
Azerbaijan;2020-04-22;total_deaths;14;2;20;2020-04-22;10;2020-04-10
Azerbaijan;2020-04-23;total_deaths;15;2;20;2020-04-23;10;2020-04-10
Azerbaijan;2020-04-24;total_deaths;15;1.91;21;2020-04-24;11;2020-04-12
Azerbaijan;2020-04-25;total_deaths;16;1.91;21;2020-04-25;11;2020-04-12
Azerbaijan;2020-04-26;total_deaths;17;1.91;21;2020-04-26;11;2020-04-12
Azerbaijan;2020-04-27;total_deaths;17;2;22;2020-04-27;11;2020-04-12
Azerbaijan;2020-04-28;total_deaths;18;2;22;2020-04-28;11;2020-04-12
Azerbaijan;2020-04-29;total_deaths;19;1.92;23;2020-04-29;12;2020-04-13
Azerbaijan;2020-04-30;total_deaths;19;2;24;2020-04-30;12;2020-04-13
Azerbaijan;2020-05-01;total_deaths;19;1.92;25;2020-05-01;13;2020-04-15
Azerbaijan;2020-05-02;total_deaths;20;1.92;25;2020-05-02;13;2020-04-15
Azerbaijan;2020-05-03;total_deaths;21;1.92;25;2020-05-03;13;2020-04-15
Azerbaijan;2020-05-04;total_deaths;21;2;26;2020-05-04;13;2020-04-15
